Date,Open,High,Low,Close,Adj Close,Volume
2017-07-25,1.392160,1.401960,1.382350,1.392160,1.342792,2811120
2017-07-26,1.392160,1.392160,1.382350,1.382350,1.333330,2242368
2017-07-27,1.372550,1.382350,1.372550,1.372550,1.323877,4618968
2017-07-28,1.382350,1.382350,1.372550,1.382350,1.333330,1428000
2017-07-31,1.372550,1.372550,1.362750,1.372550,1.323877,5867550
2017-08-01,1.372550,1.382350,1.362750,1.372550,1.323877,2939946
2017-08-02,1.362750,1.382350,1.352940,1.372550,1.323877,2966262
2017-08-03,1.372550,1.382350,1.372550,1.382350,1.333330,791622
2017-08-04,1.382350,1.401960,1.382350,1.401960,1.352245,4127736
2017-08-07,1.401960,1.411760,1.392160,1.401960,1.352245,433398
2017-08-08,1.401960,1.411760,1.392160,1.392160,1.342792,1497258
2017-08-09,1.401960,1.401960,1.382350,1.382350,1.333330,1939836
2017-08-10,1.392160,1.392160,1.382350,1.392160,1.342792,1090482
2017-08-11,1.382350,1.392160,1.382350,1.382350,1.333330,897702
2017-08-14,1.392160,1.401960,1.372550,1.382350,1.333330,4332756
2017-08-15,1.382350,1.392160,1.372550,1.392160,1.342792,515712
2017-08-16,1.392160,1.392160,1.382350,1.382350,1.333330,1000212
2017-08-17,1.392160,1.392160,1.382350,1.382350,1.333330,1239504
2017-08-18,1.392160,1.392160,1.382350,1.392160,1.342792,1076100
2017-08-21,1.392160,1.401960,1.372550,1.372550,1.323877,2383128
2017-08-22,1.382350,1.382350,1.372550,1.372550,1.323877,652086
2017-08-23,1.382350,1.392160,1.372550,1.382350,1.333330,4482696
2017-08-24,1.382350,1.392160,1.382350,1.382350,1.333330,701046
2017-08-25,1.392160,1.392160,1.382350,1.392160,1.342792,1339668
2017-08-28,1.392160,1.401960,1.392160,1.401960,1.352245,1051212
2017-08-29,1.392160,1.401960,1.382350,1.401960,1.352245,1011228
2017-08-30,1.401960,1.401960,1.382350,1.382350,1.333330,1876188
2017-08-31,1.382350,1.382350,1.382350,1.382350,1.333330,0
2017-09-01,1.382350,1.382350,1.382350,1.382350,1.333330,0
2017-09-04,null,null,null,null,null,null
2017-09-05,1.382350,1.392160,1.382350,1.382350,1.333330,3665574
2017-09-06,1.382350,1.392160,1.372550,1.382350,1.333330,2558670
2017-09-07,1.392160,1.392160,1.372550,1.392160,1.342792,2053668
2017-09-08,1.392160,1.392160,1.372550,1.382350,1.333330,1590282
2017-09-11,1.382350,1.382350,1.372550,1.382350,1.333330,1200132
2017-09-12,1.382350,1.392160,1.372550,1.392160,1.342792,1438404
2017-09-13,1.392160,1.392160,1.372550,1.372550,1.323877,1639854
2017-09-14,1.372550,1.382350,1.362750,1.372550,1.323877,2238594
2017-09-15,1.372550,1.392160,1.362750,1.392160,1.342792,3517980
2017-09-18,1.392160,1.392160,1.372550,1.372550,1.323877,513366
2017-09-19,1.382350,1.382350,1.362750,1.372550,1.323877,2364768
2017-09-20,1.372550,1.372550,1.362750,1.362750,1.314425,1781634
2017-09-21,1.362750,1.372550,1.362750,1.372550,1.323877,1294686
2017-09-22,1.372550,1.372550,1.372550,1.372550,1.323877,0
2017-09-25,1.372550,1.372550,1.352940,1.352940,1.304963,4531044
2017-09-26,1.352940,1.362750,1.343140,1.343140,1.295510,1701666
2017-09-27,1.343140,1.352940,1.333330,1.333330,1.286048,1725330
2017-09-28,1.343140,1.343140,1.333330,1.333330,1.286048,1365270
2017-09-29,1.333330,1.343140,1.333330,1.343140,1.295510,2426988
2017-10-02,1.343140,1.352940,1.333330,1.343140,1.295510,851904
2017-10-03,1.352940,1.362750,1.333330,1.352940,1.304963,1100580
2017-10-04,1.352940,1.362750,1.343140,1.362750,1.314425,705534
2017-10-05,1.362750,1.362750,1.352940,1.352940,1.304963,273054
2017-10-06,1.352940,1.372550,1.352940,1.362750,1.314425,859452
2017-10-09,1.372550,1.372550,1.362750,1.372550,1.323877,868734
2017-10-10,1.372550,1.372550,1.362750,1.372550,1.323877,401064
2017-10-11,1.372550,1.382350,1.362750,1.382350,1.333330,1436466
2017-10-12,1.382350,1.392160,1.372550,1.392160,1.342792,2852430
2017-10-13,1.392160,1.392160,1.362750,1.372550,1.323877,4133652
2017-10-16,1.372550,1.392160,1.362750,1.392160,1.342792,1298052
2017-10-17,1.392160,1.392160,1.372550,1.372550,1.323877,978894
2017-10-18,1.372550,1.372550,1.372550,1.372550,1.323877,0
2017-10-19,1.382350,1.382350,1.362750,1.362750,1.314425,1872312
2017-10-20,1.372550,1.392160,1.362750,1.392160,1.342792,4276554
2017-10-23,1.392160,1.401960,1.372550,1.382350,1.333330,1199724
2017-10-24,1.350000,1.350000,1.330000,1.340000,1.340000,1396500
2017-10-25,1.350000,1.350000,1.330000,1.330000,1.330000,984500
2017-10-26,1.320000,1.330000,1.310000,1.310000,1.310000,2459400
2017-10-27,1.310000,1.320000,1.300000,1.310000,1.310000,1556200
2017-10-30,1.310000,1.320000,1.300000,1.300000,1.300000,805300
2017-10-31,1.310000,1.310000,1.290000,1.300000,1.300000,1941800
2017-11-01,1.300000,1.310000,1.290000,1.310000,1.310000,1268300
2017-11-02,1.300000,1.310000,1.280000,1.280000,1.280000,1500300
2017-11-03,1.290000,1.290000,1.280000,1.280000,1.280000,657800
2017-11-06,1.290000,1.310000,1.280000,1.290000,1.290000,1278600
2017-11-07,1.300000,1.310000,1.290000,1.310000,1.310000,1113700
2017-11-08,1.310000,1.330000,1.310000,1.320000,1.320000,643800
2017-11-09,1.320000,1.330000,1.310000,1.330000,1.330000,1214600
2017-11-10,1.330000,1.330000,1.310000,1.310000,1.310000,500700
2017-11-13,1.310000,1.310000,1.300000,1.300000,1.300000,964000
2017-11-14,1.290000,1.300000,1.280000,1.280000,1.280000,1657000
2017-11-15,1.290000,1.290000,1.270000,1.270000,1.270000,1673600
2017-11-16,1.280000,1.280000,1.250000,1.250000,1.250000,2841000
2017-11-17,1.250000,1.250000,1.220000,1.230000,1.230000,2987800
2017-11-20,1.230000,1.230000,1.210000,1.210000,1.210000,1391100
2017-11-21,1.210000,1.230000,1.210000,1.220000,1.220000,1671700
2017-11-22,1.210000,1.220000,1.210000,1.220000,1.220000,878000
2017-11-23,1.220000,1.240000,1.220000,1.240000,1.240000,1194500
2017-11-24,1.230000,1.240000,1.220000,1.230000,1.230000,709100
2017-11-27,1.230000,1.230000,1.200000,1.200000,1.200000,1786700
2017-11-28,1.200000,1.210000,1.180000,1.180000,1.180000,3613800
2017-11-29,1.180000,1.180000,1.130000,1.130000,1.130000,5899100
2017-11-30,1.130000,1.150000,1.110000,1.150000,1.150000,6901100
2017-12-01,1.150000,1.150000,1.150000,1.150000,1.150000,0
2017-12-04,1.160000,1.160000,1.120000,1.130000,1.130000,1458800
2017-12-05,1.130000,1.140000,1.120000,1.140000,1.140000,1100800
2017-12-06,1.150000,1.160000,1.140000,1.140000,1.140000,1022700
2017-12-07,1.150000,1.180000,1.150000,1.160000,1.160000,2466800
2017-12-08,1.160000,1.210000,1.150000,1.210000,1.210000,1463900
2017-12-11,1.210000,1.210000,1.180000,1.180000,1.180000,919900
2017-12-12,1.180000,1.200000,1.160000,1.190000,1.190000,2619900
2017-12-13,1.190000,1.240000,1.180000,1.230000,1.230000,2175300
2017-12-14,1.230000,1.320000,1.230000,1.320000,1.320000,4065700
2017-12-15,1.310000,1.310000,1.280000,1.280000,1.280000,7303600
2017-12-18,1.300000,1.310000,1.280000,1.300000,1.300000,1516500
2017-12-19,1.300000,1.310000,1.260000,1.260000,1.260000,7510400
2017-12-20,1.260000,1.270000,1.240000,1.270000,1.270000,3867100
2017-12-21,1.270000,1.280000,1.250000,1.250000,1.250000,4566400
2017-12-22,1.250000,1.260000,1.240000,1.250000,1.250000,1401200
2017-12-25,1.250000,1.250000,1.250000,1.250000,1.250000,0
2017-12-26,1.250000,1.260000,1.240000,1.250000,1.250000,1222600
2017-12-27,1.260000,1.280000,1.240000,1.280000,1.280000,1518000
2017-12-28,1.260000,1.280000,1.260000,1.280000,1.280000,826800
2017-12-29,1.270000,1.290000,1.230000,1.290000,1.290000,7627300
2018-01-02,1.290000,1.290000,1.260000,1.270000,1.270000,522300
2018-01-03,1.270000,1.310000,1.270000,1.310000,1.310000,1807600
2018-01-04,1.310000,1.310000,1.290000,1.310000,1.310000,1507200
2018-01-05,1.310000,1.320000,1.300000,1.320000,1.320000,1892500
2018-01-08,1.320000,1.330000,1.300000,1.330000,1.330000,2380700
2018-01-09,1.320000,1.330000,1.310000,1.320000,1.320000,1273400
2018-01-10,1.320000,1.320000,1.290000,1.290000,1.290000,2715500
2018-01-11,1.290000,1.290000,1.250000,1.260000,1.260000,2988200
2018-01-12,1.260000,1.300000,1.260000,1.300000,1.300000,1043600
2018-01-15,1.300000,1.300000,1.290000,1.300000,1.300000,1153900
2018-01-16,1.290000,1.310000,1.280000,1.290000,1.290000,966000
2018-01-17,1.290000,1.320000,1.280000,1.320000,1.320000,1763700
2018-01-18,1.320000,1.320000,1.300000,1.320000,1.320000,1244600
2018-01-19,1.300000,1.320000,1.300000,1.320000,1.320000,1483700
2018-01-22,1.310000,1.320000,1.290000,1.320000,1.320000,1453600
2018-01-23,1.300000,1.320000,1.300000,1.320000,1.320000,1640300
2018-01-24,1.300000,1.310000,1.300000,1.300000,1.300000,845200
2018-01-25,null,null,null,null,null,null
2018-01-26,1.300000,1.310000,1.290000,1.300000,1.300000,1625600
2018-01-29,1.300000,1.300000,1.280000,1.280000,1.280000,2171500
2018-01-30,1.280000,1.280000,1.250000,1.250000,1.250000,2772400
2018-02-02,1.250000,1.250000,1.250000,1.250000,1.250000,0
